Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,next_state,predicted_time
statechange,User_1,A_Submitted,Application,ApplState_575564150,complete,2016-01-01 14:23:21.381000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,A_Concept,2016-01-01 15:04:50.581000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_614526052,schedule,2016-01-01 14:23:21.738000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,W_Complete application,2016-01-01 21:39:49.038000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_963622468,withdraw,2016-01-01 14:24:54.517000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,A_Accepted,2016-01-01 15:51:54.767000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_268897758,schedule,2016-01-01 14:24:54.528000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Create Offer,2016-01-01 14:33:18.758000+00:00
statechange,User_1,A_Concept,Application,ApplState_1784923327,complete,2016-01-01 14:24:54.538000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Created,2016-01-01 14:29:47.108000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_301236238,start,2016-01-02 14:29:42.892000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 19:13:40.862000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_1130999419,suspend,2016-01-02 14:31:23.118000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,A_Complete,2016-01-04 10:24:46.248000+00:00
statechange,User_3,A_Accepted,Application,ApplState_1328647978,complete,2016-01-02 15:48:12.301000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Create Offer,2016-01-03 21:27:12.041000+00:00
Created,User_3,O_Create Offer,Offer,Offer_108214080,complete,2016-01-02 15:50:34.334000+00:00,Car,New credit,Application_1710223761,11000.0,0.0,57.0,True,220.0,False,0.0,11000.0,,O_Created,2016-01-03 01:34:40.984000+00:00
statechange,User_3,O_Created,Offer,OfferState_1765583054,complete,2016-01-02 15:50:35.636000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,Offer_108214080,O_Sent (mail and online),2016-01-03 08:51:51.516000+00:00
statechange,User_3,O_Sent (mail and online),Offer,OfferState_1025469920,complete,2016-01-02 15:50:48.565000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,Offer_108214080,A_Validating,2016-01-03 08:31:22.085000+00:00
Deleted,User_3,W_Complete application,Workflow,Workitem_208630623,ate_abort,2016-01-02 15:50:48.582000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Cancelled,2016-01-02 23:47:46.812000+00:00
Created,User_3,W_Call after offers,Workflow,Workitem_120235891,schedule,2016-01-02 15:50:48.590000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Cancelled,2016-01-02 23:58:19.720000+00:00
Obtained,User_3,W_Call after offers,Workflow,Workitem_237807435,start,2016-01-02 15:50:48.592000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,A_Validating,2016-01-03 00:58:38.452000+00:00
statechange,User_3,A_Complete,Application,ApplState_103429513,complete,2016-01-02 15:50:48.594000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,A_Validating,2016-01-02 22:15:59.414000+00:00
Released,User_3,W_Call after offers,Workflow,Workitem_1425841733,suspend,2016-01-02 15:56:50.945000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Cancelled,2016-01-02 23:26:48.865000+00:00
Obtained,User_19,W_Call after offers,Workflow,Workitem_1049378040,resume,2016-01-06 17:55:20.710000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Cancelled,2016-01-07 00:30:26.340000+00:00
Released,User_19,W_Call after offers,Workflow,Workitem_1366012486,suspend,2016-01-06 17:55:49.909000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Cancelled,2016-01-07 00:29:09.929000+00:00
statechange,User_1,A_Cancelled,Application,ApplState_910881174,complete,2016-02-02 07:00:34.729000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,A_Validating,2016-02-02 12:28:36.729000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_1613899155,complete,2016-02-02 07:00:34.753000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,Offer_108214080,O_Cancelled,2016-02-02 11:43:05.513000+00:00
Deleted,User_1,W_Call after offers,Workflow,Workitem_841945355,ate_abort,2016-02-02 07:00:34.765000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,O_Cancelled,2016-02-02 12:13:35.725000+00:00
Created,User_1,A_Create Application,Application,Application_1529124572,complete,2016-01-01 14:42:36.728000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Submitted,2016-01-01 14:42:36.848000+00:00
statechange,User_1,A_Submitted,Application,ApplState_1427234050,complete,2016-01-01 14:42:36.767000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Concept,2016-01-01 15:24:05.967000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_594656343,schedule,2016-01-01 14:42:37.143000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,W_Complete application,2016-01-01 21:59:04.443000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_110419263,withdraw,2016-01-01 14:43:30.747000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Accepted,2016-01-01 16:10:30.997000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_289490153,schedule,2016-01-01 14:43:30.758000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Create Offer,2016-01-01 14:51:54.988000+00:00
statechange,User_1,A_Concept,Application,ApplState_1003788210,complete,2016-01-01 14:43:30.767000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Created,2016-01-01 14:48:23.337000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_950257393,start,2016-01-02 14:31:35.058000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 19:15:33.028000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_1271471682,suspend,2016-01-02 14:34:08.333000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Complete,2016-01-04 10:27:31.463000+00:00
Obtained,User_31,W_Complete application,Workflow,Workitem_2066966461,resume,2016-01-04 15:37:18.286000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Create Offer,2016-01-05 21:16:18.026000+00:00
statechange,User_31,A_Accepted,Application,ApplState_536794392,complete,2016-01-04 15:44:35.991000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Created,2016-01-05 01:28:42.641000+00:00
Created,User_31,O_Create Offer,Offer,Offer_1217920740,complete,2016-01-04 15:52:37.581000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,0.0,22.0,False,250.0,True,835.0,5000.0,,O_Sent (mail and online),2016-01-05 08:53:53.461000+00:00
statechange,User_31,O_Created,Offer,OfferState_1472553007,complete,2016-01-04 15:52:38.783000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,Offer_1217920740,A_Validating,2016-01-05 08:33:12.303000+00:00
statechange,User_31,O_Sent (mail and online),Offer,OfferState_1853526210,complete,2016-01-04 15:53:48.333000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,Offer_1217920740,O_Cancelled,2016-01-04 23:50:46.563000+00:00
Deleted,User_31,W_Complete application,Workflow,Workitem_1073595700,complete,2016-01-04 15:53:48.360000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-05 00:01:19.490000+00:00
Created,User_31,W_Call after offers,Workflow,Workitem_715711999,schedule,2016-01-04 15:53:48.370000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Validating,2016-01-05 01:01:38.230000+00:00
Obtained,User_31,W_Call after offers,Workflow,Workitem_1503387804,start,2016-01-04 15:53:48.373000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Validating,2016-01-04 22:18:59.193000+00:00
statechange,User_31,A_Complete,Application,ApplState_1072782029,complete,2016-01-04 15:53:48.377000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-04 23:23:46.297000+00:00
Released,User_31,W_Call after offers,Workflow,Workitem_2099832175,suspend,2016-01-04 15:59:54.462000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-04 22:35:00.092000+00:00
Obtained,User_15,W_Call after offers,Workflow,Workitem_1194851301,resume,2016-01-08 09:11:01.021000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-08 15:44:21.041000+00:00
Released,User_15,W_Call after offers,Workflow,Workitem_2071270526,suspend,2016-01-08 09:11:23.097000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Validating,2016-01-08 14:39:25.097000+00:00
Deleted,User_112,W_Call after offers,Workflow,Workitem_538392134,ate_abort,2016-01-26 10:44:36.255000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 15:27:07.015000+00:00
Created,User_112,W_Validate application,Workflow,Workitem_37303403,schedule,2016-01-26 10:44:36.299000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 15:57:37.259000+00:00
Obtained,User_112,W_Validate application,Workflow,Workitem_827274754,start,2016-01-26 10:44:36.301000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 16:20:21.931000+00:00
statechange,User_112,A_Validating,Application,ApplState_1897058243,complete,2016-01-26 10:44:37.207000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 14:36:09.027000+00:00
statechange,User_112,O_Returned,Offer,OfferState_1318669444,complete,2016-01-26 10:44:57.720000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,Offer_1217920740,O_Cancelled,2016-01-26 14:19:58.190000+00:00
Released,User_112,W_Validate application,Workflow,Workitem_543101429,suspend,2016-01-26 10:47:42.093000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 14:48:16.653000+00:00
Deleted,User_100,W_Validate application,Workflow,Workitem_1274417940,ate_abort,2016-01-26 11:17:29.180000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 15:53:08.460000+00:00
Created,User_100,W_Call incomplete files,Workflow,Workitem_2045500649,schedule,2016-01-26 11:17:29.188000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Create Offer,2016-01-26 14:48:57.748000+00:00
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_2034723738,start,2016-01-26 11:17:29.193000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Created,2016-01-26 15:36:18.213000+00:00
statechange,User_100,A_Incomplete,Application,ApplState_174597735,complete,2016-01-26 11:17:29.198000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Sent (online only),2016-01-26 15:19:22.948000+00:00
Released,User_100,W_Call incomplete files,Workflow,Workitem_1706630575,suspend,2016-01-26 11:25:46.071000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Returned,2016-01-26 13:13:00.271000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_459497801,resume,2016-01-26 11:38:02.588000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Validating,2016-01-26 14:20:47.558000+00:00
Released,User_75,W_Call incomplete files,Workflow,Workitem_1369144650,suspend,2016-01-26 11:46:31.865000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Accepted,2016-01-26 13:43:24.425000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_516504804,resume,2016-01-26 12:26:49.511000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,A_Pending,2016-01-26 14:49:40.611000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_564715671,suspend,2016-01-26 12:30:48.704000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 15:04:44.434000+00:00
Deleted,User_114,W_Call incomplete files,Workflow,Workitem_1310700093,ate_abort,2016-01-26 15:02:48.495000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 21:38:35.315000+00:00
Created,User_114,W_Validate application,Workflow,Workitem_1458115945,schedule,2016-01-26 15:02:48.501000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 17:21:28.091000+00:00
Obtained,User_114,W_Validate application,Workflow,Workitem_1594275808,start,2016-01-26 15:02:48.502000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 15:15:14.802000+00:00
statechange,User_114,A_Validating,Application,ApplState_361995133,complete,2016-01-26 15:02:48.564000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 17:23:34.944000+00:00
Released,User_114,W_Validate application,Workflow,Workitem_1978164471,suspend,2016-01-26 15:03:14.310000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-26 23:10:41.730000+00:00
statechange,User_75,O_Accepted,Offer,OfferState_1413149954,complete,2016-01-27 09:25:38.984000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,Offer_1217920740,O_Cancelled,2016-01-27 15:13:42.924000+00:00
statechange,User_75,A_Pending,Application,ApplState_788894388,complete,2016-01-27 09:25:38.989000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-27 09:49:09.539000+00:00
Deleted,User_75,W_Validate application,Workflow,Workitem_256168474,ate_abort,2016-01-27 09:25:38.992000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,O_Cancelled,2016-01-27 10:12:47.882000+00:00
Created,User_1,A_Create Application,Application,Application_387012864,complete,2016-01-01 16:00:01.353000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,A_Submitted,2016-01-01 16:00:01.473000+00:00
statechange,User_1,A_Submitted,Application,ApplState_587211695,complete,2016-01-01 16:00:01.386000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,A_Concept,2016-01-01 16:41:30.586000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_1856767053,schedule,2016-01-01 16:00:01.562000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,W_Complete application,2016-01-01 23:16:28.862000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_1532575372,withdraw,2016-01-01 16:01:36.523000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,A_Accepted,2016-01-01 17:28:36.773000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_1111825947,schedule,2016-01-01 16:01:36.534000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,O_Create Offer,2016-01-01 16:10:00.764000+00:00
statechange,User_1,A_Concept,Application,ApplState_1788519445,complete,2016-01-01 16:01:36.547000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,O_Created,2016-01-01 16:06:29.117000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_643023416,start,2016-01-02 14:36:37.097000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 19:20:35.067000+00:00
statechange,User_17,A_Accepted,Application,ApplState_1300637007,complete,2016-01-02 14:40:57.341000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,A_Complete,2016-01-04 10:34:20.471000+00:00
Created,User_17,O_Create Offer,Offer,Offer_1750007091,complete,2016-01-02 14:45:25.611000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,0.0,94.0,True,120.0,False,0.0,9000.0,,O_Create Offer,2016-01-03 20:24:25.351000+00:00
statechange,User_17,O_Created,Offer,OfferState_317797165,complete,2016-01-02 14:45:26.830000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,Offer_1750007091,O_Created,2016-01-03 00:29:33.480000+00:00
statechange,User_17,O_Sent (mail and online),Offer,OfferState_230953215,complete,2016-01-02 14:46:43.295000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,Offer_1750007091,O_Sent (mail and online),2016-01-03 07:47:59.175000+00:00
Deleted,User_17,W_Complete application,Workflow,Workitem_1136091724,complete,2016-01-02 14:46:43.310000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,A_Validating,2016-01-03 07:27:16.830000+00:00
Created,User_17,W_Call after offers,Workflow,Workitem_954846691,schedule,2016-01-02 14:46:43.317000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,O_Cancelled,2016-01-02 22:43:41.547000+00:00
Obtained,User_17,W_Call after offers,Workflow,Workitem_1873839238,start,2016-01-02 14:46:43.319000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,O_Cancelled,2016-01-02 22:54:14.449000+00:00
statechange,User_17,A_Complete,Application,ApplState_1105320127,complete,2016-01-02 14:46:43.322000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,A_Validating,2016-01-02 23:54:33.182000+00:00
Released,User_17,W_Call after offers,Workflow,Workitem_2034165672,suspend,2016-01-02 14:49:06.829000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,A_Validating,2016-01-02 21:14:17.649000+00:00
Obtained,User_11,W_Call after offers,Workflow,Workitem_1013730344,resume,2016-01-06 10:29:50.870000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,O_Cancelled,2016-01-06 17:59:48.790000+00:00
